system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,ID,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,Target,WVP,.geo
0000000000000000001c_0,0.0294,0.07375,0.31855,0.2317,0.0778,0.12035,0.1151,0.19005,0.31395,0.35585,0.35785,0.37355,0.3695,ID_6D13XY27TWND,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.008,0.01225,0.0116,0,0.19095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
0000000000000000001e_0,0.04955,0.0856,0.35245,0.2933,0.1457,0.1954,0.24545,0.2505,0.3115,0.33865,0.3662,0.3641,0.3427,ID_S4FZH0QBZOPN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0146,0.0199,0.0249,0,0.2116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.29158812793303,32.310110065804686]}"
00000000000000000023_0,0.03225,0.145,0.40125,0.36705,0.1891,0.2366,0.2739,0.29695,0.2949,0.30485,0.2984,0.3134,0.30505,ID_3I9MVT5RFLMD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01935,0.0235,0.0253,0,0.23695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32223148179382,34.26071187374181]}"
00000000000000000025_0,0.0665,0.0897,0.369,0.3011,0.0872,0.1318,0.171,0.24,0.2742,0.3006,0.2884,0.3235,0.3351,ID_RJD8BACKOCFA,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0086,0.0135,0.0174,0,0.1902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.23903668381204,32.08580073936004]}"
00000000000000000029_0,0.0504,0.1458,0.30085,0.28125,0.1661,0.2107,0.25355,0.24905,0.24035,0.2627,0.2715,0.25925,0.3136,ID_WCVQ3NFKNRJ2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0168,0.0216,0.02545,0,0.1884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36444149747512,32.45518798418998]}"
0000000000000000002f_0,0.066,0.0749,0.3755,0.298,0.1064,0.1602,0.2104,0.2502,0.277,0.3052,0.3184,0.3339,0.3296,ID_3PR0OWONVC1U,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0113,0.0163,0.0212,0,0.1898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.22376532398201,32.12514694880447]}"
00000000000000000034_0,0.0314,0.09245,0.3255,0.2848,0.146,0.2011,0.22845,0.2369,0.24835,0.27745,0.2655,0.2878,0.28925,ID_0SF4RCN504DQ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01575,0.02005,0.0228,0,0.22445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31630260091863,34.24445236709925]}"
00000000000000000039_0,0.03245,0.0943,0.3134,0.266,0.145,0.171,0.1919,0.22395,0.2562,0.28295,0.2795,0.29415,0.323,ID_9UBU78S4KY2A,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01445,0.0175,0.01975,0,0.2285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33507739035673,34.25900507470198]}"
0000000000000000003b_0,0.0319,0.0952,0.2258,0.1368,0.0236,0.05905,0.036,0.10005,0.2987,0.36595,0.39245,0.3839,0.3246,ID_BZX6I8Y6G1T9,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00225,0.0061,0.00405,0,0.2584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75315332358596,34.09146927421369]}"
00000000000000000045_0,0.0522,0.03385,0.22125,0.16555,0.067,0.1037,0.1254,0.14635,0.2206,0.25705,0.269,0.28065,0.2938,ID_B3ORMFDAYD1U,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0068,0.01055,0.0128,0,0.21745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.42956935557379,32.10232974058784]}"
00000000000000000048_0,0.0673,0.1184,0.4699,0.3899,0.1566,0.2366,0.3524,0.3939,0.4046,0.4215,0.4304,0.4341,0.4418,ID_GXCBEEGED0L5,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0159,0.0241,0.0255,0,0.2052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.19834300144142,32.061636058217225]}"
0000000000000000004c_0,0.057,0.1124,0.4014,0.3236,0.1268,0.1808,0.2564,0.2913,0.3024,0.3218,0.3184,0.3419,0.3649,ID_YNDJOQF1N0VW,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0128,0.0183,0.0255,0,0.1749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1628595477187,32.41512312251825]}"
0000000000000000004f_0,0.03025,0.1341,0.45495,0.40755,0.228,0.297,0.3514,0.3617,0.38395,0.3948,0.405,0.4041,0.39175,ID_07TOMJZX2GTF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0235,0.0255,0.02545,0,0.21655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.6625133114183,34.08940314906022]}"
00000000000000000052_0,0.0513,0.0426,0.1779,0.1271,0.04845,0.0761,0.08435,0.1211,0.19675,0.22525,0.2362,0.2462,0.25475,ID_D7LUTUIQZ7FS,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00495,0.00785,0.0085,0,0.2072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33470726157077,32.24920428954138]}"
00000000000000000056_0,0.063,0.0363,0.2574,0.1892,0.0625,0.0922,0.1122,0.1613,0.212,0.2376,0.2498,0.2632,0.2674,ID_JFOA025TW7YZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0062,0.0094,0.0115,0,0.181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.177412255321435,32.26106205129176]}"
0000000000000000005c_0,0.0522,0.04295,0.2297,0.16775,0.0722,0.1117,0.1226,0.1577,0.2161,0.24425,0.2679,0.2515,0.29975,ID_IKBRZSO6S1P2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0075,0.0114,0.0126,0,0.22015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4033385492775,32.13754369972532]}"
0000000000000000005d_0,0.03195,0.1611,0.4342,0.39865,0.2109,0.2711,0.3288,0.34455,0.3362,0.35055,0.3466,0.35335,0.33665,ID_B9AM66XND0FN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02145,0.0255,0.0255,0,0.22835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30938557323091,34.2508304056165]}"
00000000000000000060_0,0.03235,0.1224,0.27855,0.2428,0.1586,0.19675,0.2077,0.22865,0.2228,0.22705,0.2173,0.22845,0.20995,ID_GDW55JLGOSR8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01655,0.01985,0.02135,0,0.218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32878918336789,34.25065074255967]}"
00000000000000000062_0,0.03345,0.07295,0.28915,0.24755,0.1273,0.1617,0.1751,0.192,0.24715,0.27815,0.26955,0.28995,0.3048,ID_W5HP021GO32T,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0129,0.0165,0.01775,0,0.2715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39167125325626,34.29008678353252]}"
00000000000000000063_0,0.05205,0.02875,0.15455,0.09815,0.04005,0.0599,0.06155,0.11115,0.22675,0.26665,0.2521,0.29305,0.283,ID_TGWAMP5RB1MT,3.5E-4,0.0,0.0,0.0,0.0,4.5E-4,0.0041,0.00615,0.0063,0,0.23155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.41591496325517,32.1253266118613]}"
0000000000000000006a_0,0.03055,0.1659,0.448,0.3942,0.1981,0.2556,0.2957,0.33135,0.35795,0.37575,0.3576,0.38455,0.3749,ID_7RLPAEJ707V4,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0201,0.0241,0.0255,0,0.2248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69799676514101,34.08491157263962]}"
00000000000000000076_0,0.0336,0.1272,0.36885,0.3435,0.1784,0.2301,0.2609,0.2822,0.3007,0.31315,0.2881,0.30715,0.3085,ID_VX1IWA5TYFM0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0183,0.02315,0.0243,0,0.2853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76608906367728,34.16602944279561]}"
00000000000000000077_0,0.0336,0.12965,0.3836,0.3598,0.2045,0.26165,0.2953,0.3136,0.31495,0.33155,0.3214,0.33605,0.31215,ID_FPN17DMBCL95,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02075,0.02525,0.02545,0,0.29725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7647415907511,34.166388768909265]}"
0000000000000000007b_0,0.03345,0.05855,0.23995,0.15885,0.0352,0.071,0.0556,0.1318,0.2706,0.3254,0.3672,0.3451,0.33205,ID_398VW7G6ZW53,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0036,0.0073,0.00565,0,0.27285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39310855771085,34.28882914213475]}"
0000000000000000007c_0,0.066,0.0756,0.3575,0.31,0.1162,0.1716,0.2214,0.254,0.2952,0.3187,0.334,0.3431,0.3385,ID_2EJ4VD5HV22D,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0119,0.0175,0.0226,0,0.1961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.21855509533411,32.119757057099754]}"
00000000000000000080_0,0.03345,0.1123,0.36905,0.3458,0.1396,0.1865,0.2209,0.2531,0.26765,0.28065,0.2684,0.2954,0.29195,ID_N6N5ABKXPJFV,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01425,0.01915,0.02255,0,0.2856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7564770901372,34.1583937628806]}"
00000000000000000082_0,0.0569,0.1029,0.3906,0.3252,0.1224,0.1766,0.2482,0.2852,0.288,0.3042,0.2942,0.3214,0.3231,ID_451B8S6TAH0D,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0125,0.0179,0.0252,0,0.166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.14022200255889,32.41898587823997]}"
0000000000000000008a_0,0.0316,0.10925,0.3391,0.2902,0.1257,0.17105,0.18955,0.22875,0.2769,0.29815,0.28805,0.30575,0.33155,ID_OFGG0CNP892R,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0127,0.01745,0.01935,0,0.2188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69323569413518,34.11787974356681]}"
00000000000000000090_0,0.04895,0.12875,0.42865,0.37575,0.1646,0.2181,0.2884,0.31625,0.318,0.33945,0.3418,0.3566,0.3586,ID_POQN1QKYTQOG,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01695,0.02225,0.0254,0,0.2059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.30515268872323,32.331939127208784]}"
00000000000000000094_0,0.051,0.03545,0.1871,0.13645,0.0557,0.07745,0.08865,0.13405,0.19355,0.21835,0.2124,0.2365,0.23175,ID_JYGY5MDK8EG0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0056,0.008,0.009,0,0.2232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33892934340613,32.25719929557005]}"
00000000000000000096_0,0.03285,0.07625,0.312,0.25785,0.1349,0.1755,0.1854,0.21505,0.27055,0.2986,0.2984,0.31415,0.31525,ID_DL4IBT6O05JW,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01405,0.01795,0.0189,0,0.24595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36202684888032,34.261250862912284]}"
00000000000000000097_0,0.03385,0.13355,0.2942,0.2579,0.171,0.2084,0.2285,0.23285,0.238,0.2397,0.24745,0.24085,0.25605,ID_KQ02QVG2WMZ2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01735,0.02125,0.0232,0,0.26735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41547660828543,34.29305122397012]}"
00000000000000000099_0,0.0664,0.0686,0.3355,0.2683,0.1023,0.143,0.196,0.213,0.242,0.2618,0.2784,0.2876,0.305,ID_ITXKKEUFF85L,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0106,0.0147,0.02,0,0.1802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.236072243374444,32.08993298966699]}"
0000000000000000009a_0,0.03245,0.1374,0.3977,0.3669,0.2027,0.2508,0.2739,0.30325,0.29835,0.31085,0.3045,0.32185,0.31405,ID_WEV30JNH2RPI,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0207,0.02485,0.0254,0,0.2373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32762137349854,34.26385597723623]}"
0000000000000000009b_0,0.0304,0.38935,0.4239,0.35265,0.3924,0.39425,0.3884,0.3808,0.4272,0.45645,0.462,0.45855,0.6537,ID_7GRZNHKE7IJF,0.005,0.0,0.0,0.0,0.0,7.0E-4,0.0188,0.02095,0.02195,0,0.223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70212901544797,34.078623365650785]}"
0000000000000000009c_0,0.0325,0.14695,0.41295,0.37825,0.1737,0.2226,0.2601,0.29105,0.2974,0.30755,0.2978,0.3162,0.31795,ID_9J1O2CG9YU32,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01765,0.0227,0.02495,0,0.23615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32860952031108,34.27256963549219]}"
0000000000000000009d_0,0.0341,0.15705,0.34045,0.32185,0.1758,0.2146,0.2269,0.24935,0.24985,0.26005,0.2523,0.2644,0.2704,ID_G6NENAHYI1D2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01785,0.02175,0.02305,0,0.27695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.42778352767786,34.2907156042314]}"
000000000000000000a4_0,0.0563,0.0754,0.3654,0.2889,0.0922,0.135,0.1992,0.225,0.2304,0.245,0.2532,0.2659,0.2813,ID_ON1DPH4SL9FL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0093,0.0138,0.0204,0,0.1659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17498680405431,32.421860487149154]}"
000000000000000000a8_0,0.0323,0.10085,0.28905,0.21615,0.0842,0.1268,0.127,0.1842,0.2622,0.28985,0.2948,0.3138,0.3126,ID_IC1DM6OS6JFG,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0088,0.01295,0.0128,0,0.23465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32537558528824,34.25325585688362]}"
000000000000000000aa_0,0.0602,0.0949,0.4254,0.3596,0.1386,0.1914,0.2544,0.2974,0.298,0.3174,0.32,0.3461,0.3305,ID_32XPDMBKKJPM,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0142,0.0195,0.0254,0,0.1768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1575594875424,32.33975447018063]}"
000000000000000000ab_0,0.0326,0.09755,0.34115,0.28845,0.1199,0.1599,0.1687,0.224,0.29365,0.32045,0.3258,0.3396,0.3502,ID_5VD45GGRCXJZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01215,0.0163,0.0172,0,0.2331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3355265479988,34.26843738518524]}"
000000000000000000b0_0,0.0525,0.13675,0.4175,0.37275,0.1699,0.2321,0.3048,0.3187,0.3222,0.335,0.3436,0.35025,0.3463,ID_EHTAULQR4JR2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01715,0.02345,0.0254,0,0.2109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.322130847593094,32.426621558154984]}"
000000000000000000b3_0,0.0636,0.0665,0.4021,0.3563,0.1396,0.196,0.2622,0.2997,0.3091,0.3257,0.3224,0.3453,0.3673,ID_EGH9P0R5EWKR,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0142,0.02,0.0255,0,0.1717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.272813338494934,32.192520595113436]}"
000000000000000000b8_0,0.05235,0.15375,0.4538,0.4082,0.1724,0.2452,0.3234,0.34665,0.35065,0.3628,0.3734,0.37715,0.36825,ID_KSSDKA0UKVP1,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0177,0.025,0.02545,0,0.21315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33650389213901,32.4229384654901]}"
000000000000000000b9_0,0.0528,0.1068,0.4349,0.3798,0.143,0.2024,0.2746,0.3064,0.3095,0.3244,0.3272,0.3414,0.3452,ID_NQ7VNQ3DGNJI,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0145,0.0206,0.0255,0,0.1584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.24011466215298,32.474322099741734]}"
000000000000000000c1_0,0.0339,0.1958,0.4096,0.35825,0.2542,0.2898,0.307,0.34915,0.3567,0.36645,0.3419,0.3721,0.34965,ID_B1TVXPQ587U0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02195,0.02445,0.0253,0,0.2537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41853088025144,34.2891884682484]}"
000000000000000000c2_0,0.03155,0.0848,0.2868,0.2199,0.0957,0.13835,0.1529,0.1861,0.26505,0.2943,0.2955,0.31185,0.3135,ID_01RYTK0DUR6S,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0097,0.0142,0.0157,0,0.2483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70509345588556,34.10736945474261]}"
000000000000000000c6_0,0.0666,0.0578,0.3297,0.2454,0.0807,0.1174,0.1716,0.2099,0.2271,0.2605,0.268,0.2914,0.2968,ID_SQC83HRXG6ID,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0082,0.0119,0.0171,0,0.1911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.225382291493425,32.07771590180296]}"
000000000000000000c8_0,0.03335,0.17285,0.4063,0.3646,0.2017,0.2507,0.2874,0.3245,0.3257,0.3303,0.317,0.33985,0.33185,ID_BBM351E97EST,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02055,0.02485,0.0255,0,0.26455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37199814853405,34.30014791471466]}"
000000000000000000cd_0,0.0564,0.1115,0.4227,0.3534,0.1542,0.2166,0.2974,0.3257,0.3284,0.3429,0.342,0.3568,0.3594,ID_E3NOIAMZ0WGN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0157,0.0221,0.0255,0,0.1717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.16232055854823,32.43192161833129]}"
000000000000000000d3_0,0.03025,0.2161,0.4308,0.38525,0.2156,0.26665,0.30235,0.32185,0.3409,0.36075,0.34075,0.36345,0.4007,ID_I8MQ59FSAQ8H,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02185,0.025,0.02535,0,0.2033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66664556172525,34.09048112740116]}"
000000000000000000d7_0,0.0512,0.04025,0.19475,0.1438,0.06445,0.0872,0.0978,0.1403,0.2002,0.22385,0.2242,0.2452,0.2495,ID_LJHBB5HAV7EU,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0066,0.00905,0.01,0,0.22705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.499278621621464,32.089753326610165]}"
000000000000000000e1_0,0.03365,0.0599,0.3181,0.26605,0.1713,0.207,0.2317,0.2225,0.2733,0.3073,0.2995,0.3301,0.3273,ID_W0HFHTJDPRZP,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0175,0.0211,0.02355,0,0.2627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39274923159721,34.304639491135255]}"
000000000000000000e2_0,0.052,0.0346,0.1519,0.1021,0.048,0.0752,0.0783,0.11805,0.20725,0.2427,0.2551,0.25605,0.2662,ID_I42JM7DIQEM8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00495,0.0077,0.0081,0,0.2229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.411064060720925,32.1328724602479]}"
000000000000000000e3_0,0.05155,0.066,0.31965,0.2561,0.0969,0.1438,0.17705,0.22,0.29315,0.325,0.335,0.35215,0.343,ID_GFK9EGO571QV,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0102,0.01455,0.0181,0,0.222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36569913887289,32.21282252053454]}"
000000000000000000e4_0,0.04955,0.11465,0.382,0.34035,0.1998,0.2442,0.3003,0.3246,0.32545,0.33905,0.3224,0.3552,0.3692,ID_187O7YN1Z2TE,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01965,0.02485,0.0255,0,0.24415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.570784518237375,32.094065239973936]}"
000000000000000000e6_0,0.0317,0.12255,0.39085,0.35435,0.15,0.1978,0.231,0.2755,0.28605,0.30425,0.28285,0.31145,0.3136,ID_5GVJND93L30M,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0151,0.0201,0.0234,0,0.2343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75638725860878,34.090121801287516]}"
000000000000000000e8_0,0.0534,0.1696,0.51155,0.46575,0.213,0.2931,0.381,0.4036,0.41445,0.43035,0.4288,0.44905,0.4581,ID_IAYXQCQ2KB80,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02175,0.0255,0.0255,0,0.22325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.376748416867564,32.05651566109774]}"
000000000000000000e9_0,0.03185,0.07825,0.2329,0.1291,0.02215,0.05945,0.0359,0.09935,0.3874,0.45825,0.45635,0.4764,0.3899,ID_VI44MP0F1S7V,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0022,0.00625,0.00395,0,0.28615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75207534524502,34.09039129587275]}"
000000000000000000eb_0,0.03155,0.0225,0.2096,0.1305,0.03055,0.05805,0.05025,0.10255,0.27625,0.325,0.2667,0.3373,0.36095,ID_TKTSRD4YFSXN,5.0E-5,0.0,0.0,0.0,0.0,4.0E-4,0.0032,0.00595,0.00495,0,0.2443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69763743902737,34.111322041992736]}"
000000000000000000ec_0,0.03195,0.0835,0.3276,0.3043,0.1153,0.153,0.1895,0.212,0.23265,0.24305,0.2508,0.255,0.27415,ID_6KWK81655YE8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0117,0.01555,0.01935,0,0.23205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70958503230617,34.12030519483393]}"
000000000000000000f0_0,0.0538,0.1148,0.4442,0.3922,0.1516,0.2112,0.289,0.3146,0.3171,0.3372,0.3412,0.3544,0.3566,ID_EE7IU5WEI3J7,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0155,0.0216,0.0255,0,0.1637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.18379029383869,32.46030838130947]}"
000000000000000000f3_0,0.03215,0.04895,0.2755,0.2161,0.06455,0.1007,0.09325,0.1671,0.26795,0.30025,0.32885,0.3169,0.3082,ID_N9I1486UASHS,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0066,0.01035,0.0095,0,0.2496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.71461559789724,34.127312054050066]}"
000000000000000000f5_0,0.0576,0.1063,0.4201,0.3485,0.149,0.212,0.2796,0.3069,0.3135,0.3274,0.3348,0.3489,0.3349,ID_ZC2QTWX8F9DN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0154,0.0215,0.0255,0,0.1754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1372575621213,32.40802643177371]}"
