system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,ID,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,Target,WVP,.geo
0000000000000000001c_0,0.0106,0.0737,0.2483,0.1965,0.0847,0.116,0.1509,0.1986,0.2155,0.2137,0.2125,0.2206,0.2805,ID_6D13XY27TWND,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0087,0.0119,0.0154,0,0.0273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
00000000000000000020_0,0.0141,0.0452,0.1946,0.17275,0.05365,0.079,0.108,0.1208,0.12825,0.137,0.1424,0.1501,0.15145,ID_D055INURBWBL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00545,0.00815,0.01105,0,0.1241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.20061000695237,14.159380255584516]}"
00000000000000000021_0,0.0141,0.03005,0.1596,0.1061,0.0333,0.0601,0.05805,0.0937,0.19985,0.22395,0.227,0.2343,0.2365,ID_KSCSPRYSEH64,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00355,0.0061,0.00585,0,0.1343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.32583515755863,14.408483083870859]}"
00000000000000000023_0,0.0097,0.1571,0.4846,0.461,0.2244,0.2858,0.3364,0.3548,0.3593,0.3663,0.3933,0.3693,0.3819,ID_3I9MVT5RFLMD,0.0,0.0,0.0,0.0,0.0,9.0E-4,0.0229,0.0255,0.0255,0,0.0315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32223148179382,34.26071187374181]}"
00000000000000000024_0,0.0144,0.12445,0.0238,0.017,0.163,0.2194,0.2385,0.2621,0.20355,0.2065,0.1832,0.1508,0.0519,ID_FAXB9O0ADKUU,0.0,0.0,0.0,0.0,0.0,6.0E-4,0.0167,0.02235,0.0243,0,0.13415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.38440531408322,14.194863709307237]}"
00000000000000000027_0,0.0141,0.0656,0.21655,0.17855,0.0567,0.08655,0.0974,0.145,0.1821,0.19695,0.2291,0.21155,0.21785,ID_S9PPVUBPVU3G,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00585,0.0088,0.0098,0,0.13065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.15758070484304,14.360423216170464]}"
00000000000000000029_0,0.017,0.1172,0.2084,0.1994,0.107,0.1194,0.1538,0.1814,0.1831,0.1897,0.1549,0.1946,0.2036,ID_WCVQ3NFKNRJ2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0106,0.0122,0.0158,0,0.0858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36444149747512,32.45518798418998]}"
0000000000000000002a_0,0.01445,0.05775,0.16925,0.15225,0.0654,0.08655,0.1116,0.1236,0.1302,0.1411,0.1432,0.15,0.14885,ID_PDPOUEXBHPY8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0066,0.00895,0.01135,0,0.1148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.257293701380306,14.323322794936328]}"
0000000000000000002e_0,0.01415,0.0806,0.2674,0.24205,0.1067,0.1394,0.1819,0.18755,0.2037,0.21395,0.2264,0.22645,0.23645,ID_L2U7DUSPD3J0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0108,0.0143,0.0185,0,0.12785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.1430279972403,14.449625923883533]}"
00000000000000000034_0,0.0112,0.0675,0.2216,0.1949,0.1182,0.1482,0.1518,0.1564,0.1573,0.1789,0.2131,0.1851,0.1874,ID_0SF4RCN504DQ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0127,0.0151,0.0153,0,0.022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31630260091863,34.24445236709925]}"
00000000000000000039_0,0.0098,0.0739,0.2507,0.2306,0.1038,0.127,0.1518,0.1658,0.2178,0.2228,0.2644,0.2331,0.2383,ID_9UBU78S4KY2A,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0105,0.0131,0.0154,0,0.0297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33507739035673,34.25900507470198]}"
0000000000000000003b_0,0.0113,0.0956,0.2477,0.2153,0.0719,0.1,0.1245,0.1451,0.1731,0.1963,0.1832,0.1999,0.2258,ID_BZX6I8Y6G1T9,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0073,0.0102,0.0126,0,0.0217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75315332358596,34.09146927421369]}"
00000000000000000040_0,0.0144,0.0685,0.2665,0.24375,0.0605,0.0905,0.1218,0.16325,0.1868,0.1973,0.1908,0.21895,0.22785,ID_3Q700UD8YAPM,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0063,0.0093,0.01235,0,0.1313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.384854471725276,14.206182481887142]}"
00000000000000000044_0,0.0141,0.05215,0.2356,0.20095,0.0486,0.07835,0.11,0.1397,0.19695,0.2175,0.1961,0.231,0.2425,ID_L0RJI5FIQEQ8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00525,0.00805,0.0112,0,0.1392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48034538642718,14.52957598417017]}"
0000000000000000004c_0,0.02645,0.12835,0.1727,0.12735,0.1122,0.1216,0.1222,0.15045,0.1784,0.1837,0.188,0.18235,0.17025,ID_YNDJOQF1N0VW,0.0012,0.0,0.0,0.0,0.0,6.5E-4,0.0115,0.01235,0.01255,0,0.07575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1628595477187,32.41512312251825]}"
0000000000000000004f_0,0.0108,0.0996,0.3496,0.3213,0.1664,0.2222,0.2776,0.2782,0.2955,0.2966,0.3373,0.3128,0.2861,ID_07TOMJZX2GTF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0168,0.0226,0.0252,0,0.0353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.6625133114183,34.08940314906022]}"
00000000000000000050_0,0.0147,0.06615,0.2766,0.2239,0.0823,0.1152,0.1382,0.17095,0.21355,0.23735,0.2383,0.25695,0.25415,ID_RNBJNOSWS1OF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00845,0.0118,0.0141,0,0.1341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.235105313862555,14.186509377164924]}"
00000000000000000053_0,0.0141,0.07065,0.30245,0.2686,0.0946,0.1336,0.1794,0.20065,0.2168,0.2265,0.2348,0.25405,0.2392,ID_7JQ221APF44L,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0096,0.01375,0.01825,0,0.1354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.126858322126154,14.460226044236144]}"
00000000000000000057_0,0.0141,0.0401,0.3105,0.24275,0.0346,0.0616,0.1101,0.1735,0.22725,0.253,0.2088,0.2631,0.2924,ID_BRUG2R3A8KMO,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00345,0.00635,0.0113,0,0.1285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.502893100058586,14.56083735605753]}"
00000000000000000058_0,0.0151,0.02005,0.08625,0.05245,0.02795,0.05405,0.04915,0.09585,0.13845,0.1522,0.1521,0.16275,0.16935,ID_NZFWCYVAX8W1,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.0029,0.0056,0.00505,0,0.14245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.39635290736201,14.170788859692834]}"
0000000000000000005b_0,0.0141,0.05445,0.2211,0.1685,0.03765,0.066,0.0718,0.13665,0.21065,0.2318,0.2411,0.2468,0.2745,ID_4EBOFVEUNT0P,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00395,0.00685,0.00745,0,0.134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.535052787230065,14.395727006836362]}"
0000000000000000005d_0,0.0096,0.1354,0.4012,0.3849,0.1876,0.2446,0.2944,0.3012,0.3142,0.3152,0.3419,0.3223,0.3328,ID_B9AM66XND0FN,0.0,0.0,0.0,0.0,0.0,9.0E-4,0.0193,0.025,0.0255,0,0.0274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30938557323091,34.2508304056165]}"
00000000000000000060_0,0.0098,0.09,0.1912,0.1788,0.1234,0.1466,0.1604,0.1541,0.1591,0.16,0.1727,0.1581,0.1575,ID_GDW55JLGOSR8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0127,0.015,0.0162,0,0.0172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32878918336789,34.25065074255967]}"
00000000000000000062_0,0.01,0.0757,0.2146,0.2008,0.0961,0.12,0.141,0.1424,0.1676,0.1678,0.1908,0.1763,0.1985,ID_W5HP021GO32T,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0099,0.0122,0.0145,0,0.0276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39167125325626,34.29008678353252]}"
00000000000000000068_0,0.0144,0.03155,0.14105,0.0831,0.0285,0.0584,0.0617,0.102,0.18015,0.2055,0.2227,0.23605,0.2322,ID_0DAEEQV9I7ED,2.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.00305,0.00605,0.00645,0,0.1491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.3797340746058,14.194504383193589]}"
0000000000000000006a_0,0.0109,0.112,0.2823,0.2383,0.1362,0.1661,0.1926,0.2067,0.2178,0.2212,0.2353,0.2281,0.2431,ID_7RLPAEJ707V4,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0135,0.0169,0.0195,0,0.025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69799676514101,34.08491157263962]}"
00000000000000000071_0,0.0141,0.0439,0.2368,0.1888,0.0488,0.0883,0.1096,0.1663,0.21875,0.24055,0.267,0.26175,0.25995,ID_0IIXJN8964FD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.005,0.0091,0.01125,0,0.1386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53927486906542,14.317214251004316]}"
00000000000000000076_0,0.0119,0.0896,0.3151,0.3046,0.1445,0.1677,0.2172,0.232,0.2288,0.2349,0.242,0.2435,0.2372,ID_VX1IWA5TYFM0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0148,0.017,0.022,0,0.03,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76608906367728,34.16602944279561]}"
00000000000000000077_0,0.0119,0.092,0.315,0.3073,0.172,0.214,0.2476,0.2489,0.249,0.2558,0.2911,0.2561,0.2578,ID_FPN17DMBCL95,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0178,0.0217,0.0251,0,0.032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7647415907511,34.166388768909265]}"
0000000000000000007a_0,0.0141,0.0356,0.145,0.09635,0.01865,0.03995,0.03445,0.0806,0.19745,0.2498,0.2252,0.2647,0.2788,ID_1KDYP3YGV9JA,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00185,0.0041,0.0035,0,0.13945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.533076493605,14.405967801075324]}"
0000000000000000007b_0,0.01,0.0647,0.1781,0.1424,0.0748,0.0887,0.1058,0.1118,0.1509,0.1605,0.2082,0.1877,0.1975,ID_398VW7G6ZW53,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0075,0.009,0.0107,0,0.0189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39310855771085,34.28882914213475]}"
0000000000000000007f_0,0.0141,0.06475,0.24595,0.2167,0.05495,0.0839,0.09455,0.16465,0.2025,0.2238,0.2376,0.23435,0.2282,ID_3ABTBF5KNVHU,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0056,0.0086,0.0096,0,0.14055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42743461619254,14.195133203892473]}"
00000000000000000080_0,0.0118,0.0897,0.3265,0.3139,0.1112,0.1517,0.1958,0.2242,0.2264,0.2344,0.2489,0.2503,0.2569,ID_N6N5ABKXPJFV,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0113,0.0155,0.0197,0,0.0304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7564770901372,34.1583937628806]}"
00000000000000000081_0,0.0141,0.05275,0.22655,0.17825,0.0405,0.0659,0.0841,0.12415,0.18425,0.2129,0.193,0.23525,0.2227,ID_O9RJHJWSIANE,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.0041,0.0068,0.00865,0,0.1332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.40946831051016,14.303919184799346]}"
00000000000000000082_0,0.0181,0.0733,0.2063,0.1498,0.0678,0.0874,0.0955,0.1488,0.1805,0.1914,0.1832,0.191,0.2091,ID_451B8S6TAH0D,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0069,0.009,0.0098,0,0.0713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.14022200255889,32.41898587823997]}"
00000000000000000083_0,0.0141,0.0468,0.2913,0.2254,0.05445,0.08715,0.1218,0.18605,0.20745,0.2272,0.2012,0.25275,0.23485,ID_5GS054Q9NS64,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0056,0.0089,0.0123,0,0.12925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.539095206008604,14.314070147509897]}"
00000000000000000084_0,0.0141,0.06205,0.24445,0.2284,0.0808,0.1229,0.1575,0.1855,0.22755,0.25145,0.2516,0.2555,0.2497,ID_UOVFL1H4J6TD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.008,0.01255,0.0161,0,0.13895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.54376644548602,14.406327127188971]}"
00000000000000000086_0,0.0141,0.0665,0.32765,0.27415,0.0711,0.10125,0.1472,0.188,0.1998,0.21405,0.2188,0.2402,0.2817,ID_UW0K47YIMDHZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0074,0.01035,0.015,0,0.13265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.565326012304894,14.478102518390122]}"
0000000000000000008a_0,0.0113,0.0925,0.1389,0.1196,0.0793,0.08,0.0852,0.0956,0.0949,0.1004,0.097,0.1003,0.2616,ID_OFGG0CNP892R,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.008,0.0081,0.0086,0,0.0274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69323569413518,34.11787974356681]}"
0000000000000000008f_0,0.0141,0.0581,0.3164,0.2287,0.0849,0.1233,0.162,0.2017,0.23805,0.26225,0.2774,0.29555,0.28425,ID_X74AO7WWAQTL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0086,0.0126,0.01645,0,0.12465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36778648132701,14.164231158118762]}"
00000000000000000093_0,0.0141,0.0596,0.22585,0.1939,0.0402,0.06555,0.07985,0.1537,0.2138,0.236,0.2098,0.24425,0.2458,ID_WO0LYKZK5Y7O,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0041,0.0067,0.00825,0,0.1433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48339965839319,14.489870448612088]}"
00000000000000000095_0,0.0141,0.06625,0.19425,0.1599,0.0601,0.0834,0.1004,0.14095,0.17445,0.1903,0.1758,0.20195,0.22215,ID_9K65GHO70ORZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00615,0.0085,0.0103,0,0.131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36428305171894,14.199265454199422]}"
00000000000000000096_0,0.0099,0.0613,0.2325,0.2115,0.0986,0.1164,0.1417,0.1652,0.1737,0.1922,0.1764,0.2045,0.1958,ID_DL4IBT6O05JW,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0099,0.0118,0.0143,0,0.0266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36202684888032,34.261250862912284]}"
00000000000000000097_0,0.0101,0.1192,0.3364,0.3132,0.1786,0.2148,0.2469,0.2659,0.27,0.275,0.2813,0.2769,0.2671,ID_KQ02QVG2WMZ2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0183,0.0218,0.0248,0,0.0316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41547660828543,34.29305122397012]}"
0000000000000000009a_0,0.0098,0.1275,0.3437,0.3322,0.1826,0.213,0.2178,0.2521,0.2628,0.2804,0.2439,0.2825,0.2798,ID_WEV30JNH2RPI,0.0,0.0,0.0,0.0,0.0,8.0E-4,0.0184,0.0217,0.0222,0,0.0277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32762137349854,34.26385597723623]}"
0000000000000000009b_0,0.0109,0.0888,0.2608,0.2236,0.1137,0.1599,0.1913,0.1785,0.1943,0.2126,0.2573,0.232,0.2284,ID_7GRZNHKE7IJF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0119,0.0164,0.0194,0,0.0171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70212901544797,34.078623365650785]}"
0000000000000000009c_0,0.0098,0.1135,0.3616,0.3507,0.15,0.1907,0.2293,0.251,0.2631,0.2694,0.2841,0.2711,0.2763,ID_9J1O2CG9YU32,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0155,0.0193,0.0232,0,0.0294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32860952031108,34.27256963549219]}"
0000000000000000009d_0,0.0102,0.121,0.2689,0.2606,0.1452,0.1744,0.1854,0.1952,0.1968,0.2004,0.21,0.2043,0.2256,ID_G6NENAHYI1D2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.015,0.0177,0.0188,0,0.0258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.42778352767786,34.2907156042314]}"
000000000000000000a1_0,0.0141,0.0627,0.3047,0.27485,0.0676,0.09935,0.1492,0.18575,0.2018,0.2187,0.2228,0.23995,0.2352,ID_B5SBXZ20SWWL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00695,0.0101,0.0151,0,0.12845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.24840038006752,14.331856790135463]}"
000000000000000000a4_0,0.0178,0.0634,0.235,0.1951,0.0697,0.086,0.0994,0.1251,0.1498,0.1577,0.1671,0.1675,0.183,ID_ON1DPH4SL9FL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0071,0.0088,0.0101,0,0.0746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17498680405431,32.421860487149154]}"
000000000000000000a8_0,0.0097,0.0537,0.2075,0.1812,0.077,0.1042,0.1114,0.1348,0.1687,0.1884,0.1958,0.1949,0.2085,ID_IC1DM6OS6JFG,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0077,0.0107,0.0116,0,0.0223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32537558528824,34.25325585688362]}"
000000000000000000ab_0,0.0098,0.0483,0.2409,0.2056,0.0918,0.1224,0.1354,0.1643,0.1829,0.1951,0.2096,0.2109,0.1906,ID_5VD45GGRCXJZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0124,0.0138,0,0.0268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3355265479988,34.26843738518524]}"
000000000000000000b0_0,0.017,0.0772,0.2408,0.184,0.0855,0.1252,0.1243,0.1695,0.241,0.2548,0.2658,0.2626,0.264,ID_EHTAULQR4JR2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0088,0.0127,0.0122,0,0.0809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.322130847593094,32.426621558154984]}"
000000000000000000b5_0,0.0147,0.0451,0.1556,0.1337,0.0405,0.06975,0.08025,0.124,0.14275,0.15115,0.1266,0.1565,0.1861,ID_5MHKGMVMOFB7,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00405,0.0071,0.00825,0,0.1155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.272295566625104,14.358985911715873]}"
000000000000000000b6_0,0.0141,0.04415,0.35525,0.3007,0.06275,0.1141,0.2173,0.22325,0.2611,0.2848,0.3033,0.29555,0.28715,ID_FHBAM28YTGLH,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0063,0.01165,0.0221,0,0.1355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.50388124687112,14.558681399375644]}"
000000000000000000b8_0,0.0171,0.0957,0.2503,0.1736,0.0738,0.1188,0.1094,0.1785,0.2785,0.29,0.3175,0.3014,0.3137,ID_KSSDKA0UKVP1,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0077,0.012,0.0113,0,0.0857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33650389213901,32.4229384654901]}"
000000000000000000b9_0,0.0169,0.0599,0.246,0.1833,0.0725,0.0954,0.1096,0.1452,0.1883,0.1955,0.2066,0.2137,0.2148,ID_NQ7VNQ3DGNJI,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0071,0.0097,0.0113,0,0.0709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.24011466215298,32.474322099741734]}"
000000000000000000be_0,0.0141,0.05665,0.26885,0.23935,0.0691,0.1058,0.1435,0.1817,0.22225,0.24195,0.2389,0.25985,0.2532,ID_LKPZYAML4AP9,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0072,0.01085,0.01465,0,0.1407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.557690332389875,14.329072012754693]}"
000000000000000000c1_0,0.0101,0.1271,0.3393,0.3237,0.1614,0.2015,0.2269,0.2636,0.2665,0.2732,0.2657,0.2803,0.2947,ID_B1TVXPQ587U0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0164,0.0206,0.0234,0,0.0313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41853088025144,34.2891884682484]}"
000000000000000000c2_0,0.0112,0.0729,0.2088,0.1696,0.0756,0.1038,0.1268,0.1449,0.191,0.208,0.2418,0.2186,0.244,ID_01RYTK0DUR6S,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0077,0.0106,0.0131,0,0.0259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70509345588556,34.10736945474261]}"
000000000000000000c5_0,0.0141,0.0692,0.33635,0.3018,0.0729,0.123,0.1768,0.19885,0.22505,0.24705,0.2414,0.2629,0.28525,ID_ERVODRIN6NQJ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0075,0.0126,0.01795,0,0.11885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.23789009124332,14.11913573085596]}"
000000000000000000c7_0,0.0141,0.05595,0.23525,0.2041,0.05235,0.0819,0.1078,0.15595,0.22095,0.2422,0.2559,0.25525,0.2494,ID_JW3C3SLIFPU9,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0055,0.00835,0.01095,0,0.14335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.44935350912506,14.529306489584934]}"
000000000000000000c8_0,0.01,0.1318,0.4104,0.3854,0.1851,0.2341,0.2795,0.3109,0.3151,0.3247,0.3231,0.3226,0.3049,ID_BBM351E97EST,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.019,0.0243,0.0255,0,0.037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37199814853405,34.30014791471466]}"
