system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,ID,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,Target,WVP,.geo
00000000000000000015_0,0.0192,0.0749,0.21935,0.1827,0.08895,0.1204,0.1464,0.167,0.18095,0.19025,0.2052,0.2048,0.1988,ID_IECISSYAN80G,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0092,0.01215,0.01485,0,0.30725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.30131115030216,14.439025803530923]}"
00000000000000000017_0,0.0281,0.0992,0.2907,0.2205,0.1112,0.1612,0.1802,0.1867,0.3063,0.3432,0.362,0.3576,0.3559,ID_A14I5NDAO8F7,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0114,0.0164,0.0185,0,0.1386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37271680076134,34.29790212650436]}"
00000000000000000018_0,0.0255,0.1305,0.412,0.3402,0.1478,0.197,0.2254,0.2884,0.3319,0.3513,0.3528,0.3632,0.3526,ID_Z79AVIRGE3E1,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.015,0.0201,0.0228,0,0.1256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67203545342997,34.060297733854746]}"
0000000000000000001b_0,0.0277,0.1307,0.4187,0.3762,0.175,0.2294,0.2824,0.3162,0.3157,0.3343,0.3276,0.3367,0.3425,ID_QPA2ZDG5PY1Q,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0178,0.0234,0.0255,0,0.1403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34001812441939,34.28829015296428]}"
0000000000000000001c_0,0.0253,0.0932,0.384,0.3265,0.1032,0.1542,0.1878,0.2451,0.3077,0.3281,0.3342,0.3434,0.34,ID_6D13XY27TWND,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0109,0.0155,0.0189,0,0.1243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
0000000000000000001e_0,0.0201,0.06115,0.25125,0.1702,0.0798,0.113,0.1267,0.1631,0.25745,0.2932,0.322,0.31755,0.3129,ID_S4FZH0QBZOPN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0081,0.0115,0.0128,0,0.13555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.29158812793303,32.310110065804686]}"
00000000000000000020_0,0.0192,0.0741,0.2614,0.2376,0.093,0.1252,0.1512,0.171,0.1719,0.1888,0.1854,0.203,0.1983,ID_D055INURBWBL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0128,0.0154,0,0.3084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.20061000695237,14.159380255584516]}"
00000000000000000021_0,0.0192,0.0655,0.28865,0.2389,0.08005,0.1036,0.1403,0.1697,0.17785,0.19215,0.1986,0.2144,0.22305,ID_KSCSPRYSEH64,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00825,0.0106,0.01425,0,0.2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.32583515755863,14.408483083870859]}"
00000000000000000023_0,0.0271,0.1492,0.4128,0.3688,0.1958,0.2524,0.2922,0.3172,0.3228,0.331,0.3338,0.3374,0.3357,ID_3I9MVT5RFLMD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0198,0.0255,0.0255,0,0.1186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32223148179382,34.26071187374181]}"
00000000000000000024_0,0.0192,0.1252,0.2886,0.2776,0.1438,0.1808,0.2142,0.2358,0.2373,0.2454,0.2342,0.2534,0.2545,ID_FAXB9O0ADKUU,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0147,0.0183,0.0218,0,0.3195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.38440531408322,14.194863709307237]}"
00000000000000000025_0,0.0204,0.0596,0.23995,0.16755,0.0696,0.1033,0.1045,0.1603,0.2663,0.30185,0.3049,0.32665,0.3359,ID_RJD8BACKOCFA,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.007,0.01045,0.01045,0,0.14025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.23903668381204,32.08580073936004]}"
00000000000000000027_0,0.0192,0.0863,0.2246,0.189,0.0851,0.1088,0.1178,0.1492,0.1833,0.1966,0.223,0.2144,0.2006,ID_S9PPVUBPVU3G,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0086,0.0111,0.012,0,0.2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.15758070484304,14.360423216170464]}"
00000000000000000029_0,0.02,0.14865,0.3037,0.2961,0.1438,0.176,0.21,0.2245,0.2326,0.24,0.2348,0.24885,0.29165,ID_WCVQ3NFKNRJ2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0146,0.01795,0.0214,0,0.10295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36444149747512,32.45518798418998]}"
0000000000000000002a_0,0.0192,0.0981,0.256,0.2366,0.1268,0.1548,0.189,0.208,0.205,0.2166,0.2094,0.2246,0.2233,ID_PDPOUEXBHPY8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0129,0.0158,0.0193,0,0.327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.257293701380306,14.323322794936328]}"
0000000000000000002e_0,0.0192,0.1052,0.252,0.22135,0.1265,0.1513,0.1801,0.20285,0.2066,0.221,0.2154,0.23,0.2413,ID_L2U7DUSPD3J0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01295,0.0154,0.01835,0,0.2897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.1430279972403,14.449625923883533]}"
0000000000000000002f_0,0.0204,0.07455,0.29855,0.2253,0.08735,0.1248,0.1403,0.194,0.2784,0.3133,0.3316,0.33645,0.33875,ID_3PR0OWONVC1U,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0089,0.0128,0.01435,0,0.14195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.22376532398201,32.12514694880447]}"
00000000000000000034_0,0.027,0.1062,0.35,0.304,0.1662,0.209,0.2494,0.2459,0.3007,0.3256,0.3282,0.3369,0.3343,ID_0SF4RCN504DQ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0172,0.0217,0.0255,0,0.1223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31630260091863,34.24445236709925]}"
00000000000000000039_0,0.0273,0.1053,0.3711,0.323,0.1756,0.2182,0.2456,0.2789,0.2958,0.3113,0.3266,0.324,0.3247,ID_9UBU78S4KY2A,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0175,0.0223,0.0251,0,0.1299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33507739035673,34.25900507470198]}"
0000000000000000003b_0,0.0274,0.124,0.3227,0.2616,0.0937,0.1408,0.1596,0.1917,0.2924,0.3218,0.3388,0.3347,0.3187,ID_BZX6I8Y6G1T9,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0142,0.016,0,0.1507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75315332358596,34.09146927421369]}"
00000000000000000040_0,0.0192,0.0933,0.299,0.2527,0.1044,0.1354,0.1762,0.2074,0.2203,0.2346,0.2376,0.2555,0.2347,ID_3Q700UD8YAPM,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0107,0.0138,0.018,0,0.316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.384854471725276,14.206182481887142]}"
00000000000000000044_0,0.0192,0.0886,0.2994,0.2611,0.1064,0.145,0.1876,0.2158,0.2569,0.274,0.2636,0.2851,0.2771,ID_L0RJI5FIQEQ8,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.011,0.0148,0.0191,0,0.333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48034538642718,14.52957598417017]}"
00000000000000000045_0,0.0204,0.06175,0.17525,0.12695,0.07505,0.1067,0.1171,0.13525,0.189,0.20665,0.2118,0.2113,0.22895,ID_B3ORMFDAYD1U,3.5E-4,0.0,0.0,0.0,0.0,5.0E-4,0.0078,0.0109,0.01185,0,0.13315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.42956935557379,32.10232974058784]}"
00000000000000000048_0,0.0204,0.11285,0.4183,0.36745,0.1488,0.206,0.2744,0.2977,0.30255,0.32115,0.3379,0.33655,0.34985,ID_GXCBEEGED0L5,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01535,0.02095,0.02545,0,0.1487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.19834300144142,32.061636058217225]}"
0000000000000000004c_0,0.02,0.10525,0.3802,0.31635,0.1449,0.1958,0.2649,0.29735,0.3047,0.3195,0.3185,0.3271,0.32065,ID_YNDJOQF1N0VW,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01505,0.02005,0.0255,0,0.13695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1628595477187,32.41512312251825]}"
0000000000000000004f_0,0.026,0.1474,0.4618,0.4137,0.2598,0.3264,0.3795,0.3734,0.3873,0.4021,0.4264,0.4069,0.3978,ID_07TOMJZX2GTF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0255,0.0254,0.0254,0,0.1293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.6625133114183,34.08940314906022]}"
00000000000000000050_0,0.0192,0.0827,0.321,0.2573,0.102,0.1314,0.1556,0.1864,0.2254,0.245,0.2464,0.2739,0.2697,ID_RNBJNOSWS1OF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0103,0.0134,0.0159,0,0.3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.235105313862555,14.186509377164924]}"
00000000000000000052_0,0.0204,0.0557,0.14395,0.0952,0.05875,0.0791,0.0739,0.11035,0.2026,0.23435,0.238,0.24885,0.26215,ID_D7LUTUIQZ7FS,3.5E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0062,0.00805,0.00755,0,0.13575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33470726157077,32.24920428954138]}"
00000000000000000053_0,0.0192,0.1073,0.30845,0.28075,0.1259,0.1642,0.2043,0.2262,0.23085,0.2432,0.2403,0.26055,0.2548,ID_7JQ221APF44L,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0128,0.01675,0.02075,0,0.309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.126858322126154,14.460226044236144]}"
00000000000000000056_0,0.0204,0.0555,0.18445,0.1173,0.063,0.08425,0.0817,0.12545,0.2242,0.2596,0.2658,0.2784,0.28225,ID_JFOA025TW7YZ,3.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0064,0.0086,0.00845,0,0.146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.177412255321435,32.26106205129176]}"
00000000000000000057_0,0.0192,0.0721,0.3643,0.2994,0.0906,0.1292,0.1904,0.2313,0.2607,0.2837,0.2668,0.296,0.2964,ID_BRUG2R3A8KMO,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0093,0.0132,0.0193,0,0.312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.502893100058586,14.56083735605753]}"
00000000000000000058_0,0.0192,0.0772,0.2664,0.2224,0.0941,0.1204,0.148,0.1648,0.1754,0.1891,0.1846,0.2083,0.2017,ID_NZFWCYVAX8W1,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0123,0.0151,0,0.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.39635290736201,14.170788859692834]}"
0000000000000000005b_0,0.0192,0.0968,0.25885,0.1951,0.0799,0.119,0.1332,0.19275,0.2702,0.31115,0.2996,0.3174,0.29875,ID_4EBOFVEUNT0P,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00815,0.01215,0.01355,0,0.32755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.535052787230065,14.395727006836362]}"
0000000000000000005c_0,0.0204,0.07285,0.26465,0.18935,0.0804,0.1183,0.1245,0.17525,0.25845,0.29175,0.2901,0.30955,0.31695,ID_IKBRZSO6S1P2,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00825,0.01205,0.0127,0,0.1294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4033385492775,32.13754369972532]}"
0000000000000000005d_0,0.0269,0.1562,0.4351,0.391,0.205,0.2654,0.3218,0.3401,0.3447,0.3502,0.364,0.3567,0.3447,ID_B9AM66XND0FN,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.021,0.0255,0.0255,0,0.1264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30938557323091,34.2508304056165]}"
00000000000000000060_0,0.0272,0.1003,0.2002,0.1569,0.1078,0.1494,0.1584,0.1752,0.1691,0.1671,0.1838,0.1686,0.2112,ID_GDW55JLGOSR8,0.0011,0.0,0.0,0.0,0.0,7.0E-4,0.0109,0.0151,0.0163,0,0.1532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32878918336789,34.25065074255967]}"
00000000000000000062_0,0.0281,0.0831,0.3378,0.2804,0.1848,0.2348,0.2678,0.2397,0.3093,0.3325,0.3426,0.3454,0.3594,ID_W5HP021GO32T,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0188,0.0238,0.0255,0,0.1434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39167125325626,34.29008678353252]}"
00000000000000000063_0,0.0204,0.0548,0.1327,0.07775,0.055,0.07655,0.06405,0.10725,0.21405,0.25445,0.2598,0.2709,0.25455,ID_TGWAMP5RB1MT,2.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.00575,0.00785,0.0066,0,0.15845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.41591496325517,32.1253266118613]}"
00000000000000000068_0,0.0192,0.0914,0.272,0.2361,0.1148,0.1366,0.1676,0.1837,0.1882,0.2054,0.2072,0.2242,0.2236,ID_0DAEEQV9I7ED,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0117,0.0139,0.0171,0,0.3086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.3797340746058,14.194504383193589]}"
0000000000000000006a_0,0.0263,0.1605,0.4487,0.4001,0.1826,0.2438,0.299,0.3335,0.3419,0.3526,0.3514,0.3642,0.3672,ID_7RLPAEJ707V4,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0187,0.0248,0.0255,0,0.1316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69799676514101,34.08491157263962]}"
00000000000000000071_0,0.0192,0.0773,0.2566,0.2201,0.0902,0.1256,0.157,0.1935,0.2264,0.2533,0.2534,0.262,0.2718,ID_0IIXJN8964FD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0092,0.0129,0.0161,0,0.3121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53927486906542,14.317214251004316]}"
00000000000000000076_0,0.0289,0.1285,0.4114,0.3803,0.1836,0.2448,0.2906,0.3008,0.3164,0.3278,0.3352,0.3376,0.3322,ID_VX1IWA5TYFM0,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0188,0.025,0.0255,0,0.1479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76608906367728,34.16602944279561]}"
00000000000000000077_0,0.0289,0.1205,0.3997,0.3722,0.178,0.2384,0.284,0.296,0.297,0.3155,0.3296,0.3168,0.3093,ID_FPN17DMBCL95,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0182,0.0243,0.0255,0,0.1453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7647415907511,34.166388768909265]}"
0000000000000000007a_0,0.0192,0.08535,0.24305,0.1926,0.0884,0.1276,0.1337,0.18615,0.27375,0.3143,0.3053,0.3241,0.3028,ID_1KDYP3YGV9JA,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00905,0.013,0.0136,0,0.3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.533076493605,14.405967801075324]}"
0000000000000000007b_0,0.0281,0.0522,0.2696,0.1792,0.0339,0.076,0.0606,0.1476,0.316,0.3694,0.4116,0.39,0.3897,ID_398VW7G6ZW53,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0033,0.0078,0.0062,0,0.1407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39310855771085,34.28882914213475]}"
0000000000000000007c_0,0.0204,0.08595,0.3323,0.2777,0.1053,0.1479,0.176,0.221,0.27175,0.29655,0.3225,0.3156,0.32115,ID_2EJ4VD5HV22D,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0107,0.01515,0.0179,0,0.1425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.21855509533411,32.119757057099754]}"
0000000000000000007f_0,0.0192,0.0876,0.2388,0.2122,0.0929,0.1166,0.1382,0.166,0.1826,0.2005,0.2146,0.2098,0.2198,ID_3ABTBF5KNVHU,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0119,0.014,0,0.3026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42743461619254,14.195133203892473]}"
00000000000000000080_0,0.0287,0.1101,0.3848,0.3576,0.1496,0.1998,0.2481,0.2711,0.2822,0.2917,0.299,0.2985,0.298,ID_N6N5ABKXPJFV,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.015,0.0201,0.0253,0,0.1543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7564770901372,34.1583937628806]}"
00000000000000000081_0,0.0192,0.0867,0.287,0.2448,0.0942,0.1256,0.1562,0.1987,0.2326,0.2605,0.2214,0.2744,0.2369,ID_O9RJHJWSIANE,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.0128,0.0159,0,0.302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.40946831051016,14.303919184799346]}"
00000000000000000082_0,0.0199,0.0766,0.32295,0.25645,0.08985,0.1239,0.1713,0.2109,0.21705,0.23235,0.2286,0.24955,0.25665,ID_451B8S6TAH0D,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0092,0.0127,0.01745,0,0.13045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.14022200255889,32.41898587823997]}"
00000000000000000083_0,0.0192,0.0766,0.2601,0.2045,0.0841,0.114,0.1264,0.1762,0.2408,0.272,0.278,0.2931,0.2643,ID_5GS054Q9NS64,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0084,0.0116,0.0129,0,0.3168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.539095206008604,14.314070147509897]}"
00000000000000000084_0,0.0192,0.1043,0.29675,0.28355,0.1203,0.1723,0.2169,0.2432,0.26315,0.27365,0.255,0.2767,0.2919,ID_UOVFL1H4J6TD,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01225,0.01755,0.02205,0,0.31385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.54376644548602,14.406327127188971]}"
00000000000000000086_0,0.0192,0.0929,0.3297,0.2913,0.098,0.1294,0.1734,0.2004,0.2126,0.2318,0.2326,0.2579,0.2803,ID_UW0K47YIMDHZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01,0.0132,0.0177,0,0.3085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.565326012304894,14.478102518390122]}"
0000000000000000008a_0,0.0272,0.1107,0.373,0.3273,0.1434,0.1964,0.231,0.2618,0.2853,0.2971,0.3056,0.3086,0.337,ID_OFGG0CNP892R,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0146,0.02,0.0237,0,0.1277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69323569413518,34.11787974356681]}"
0000000000000000008f_0,0.0192,0.0809,0.2544,0.2141,0.0993,0.123,0.1516,0.1727,0.1812,0.1967,0.1922,0.2133,0.2135,ID_X74AO7WWAQTL,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0103,0.0126,0.0156,0,0.3072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36778648132701,14.164231158118762]}"
00000000000000000090_0,0.0201,0.1186,0.38485,0.34585,0.1351,0.1777,0.2312,0.26565,0.2828,0.29915,0.3141,0.3216,0.3234,ID_POQN1QKYTQOG,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01375,0.01815,0.0235,0,0.1364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.30515268872323,32.331939127208784]}"
00000000000000000093_0,0.0192,0.0948,0.2872,0.2626,0.1088,0.1522,0.1992,0.2286,0.2622,0.281,0.2586,0.2922,0.278,ID_WO0LYKZK5Y7O,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0111,0.0155,0.0202,0,0.3153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48339965839319,14.489870448612088]}"
00000000000000000094_0,0.0204,0.052,0.14645,0.09735,0.05985,0.08,0.07425,0.1086,0.19625,0.2306,0.2265,0.24305,0.2316,ID_JYGY5MDK8EG0,3.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.00625,0.0082,0.00755,0,0.14805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33892934340613,32.25719929557005]}"
00000000000000000095_0,0.0192,0.0926,0.2569,0.2246,0.1114,0.1464,0.1676,0.1813,0.213,0.2332,0.223,0.247,0.2445,ID_9K65GHO70ORZ,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0114,0.0149,0.0171,0,0.3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36428305171894,14.199265454199422]}"
00000000000000000096_0,0.0276,0.0821,0.307,0.248,0.1202,0.1852,0.1977,0.2021,0.3099,0.3433,0.374,0.3631,0.3616,ID_DL4IBT6O05JW,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0132,0.0186,0.0198,0,0.1389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36202684888032,34.261250862912284]}"
00000000000000000097_0,0.0284,0.167,0.3731,0.3334,0.2038,0.2536,0.285,0.3062,0.307,0.3106,0.314,0.3135,0.3231,ID_KQ02QVG2WMZ2,1.0E-4,0.0,0.0,0.0,0.0,5.0E-4,0.0209,0.0255,0.0255,0,0.1307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41547660828543,34.29305122397012]}"
00000000000000000099_0,0.0204,0.05555,0.21735,0.13905,0.0726,0.1036,0.1054,0.1415,0.23195,0.25815,0.2899,0.28605,0.2989,ID_ITXKKEUFF85L,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0075,0.01055,0.01075,0,0.1371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.236072243374444,32.08993298966699]}"
0000000000000000009a_0,0.0273,0.1318,0.3954,0.3462,0.1796,0.2336,0.2632,0.2977,0.3156,0.331,0.335,0.3438,0.3482,ID_WEV30JNH2RPI,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0186,0.0238,0.0254,0,0.1285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32762137349854,34.26385597723623]}"
0000000000000000009b_0,0.0262,0.1242,0.3216,0.2567,0.1266,0.1922,0.2248,0.1929,0.3052,0.3458,0.3704,0.3611,0.3406,ID_7GRZNHKE7IJF,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0133,0.0195,0.0228,0,0.1299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70212901544797,34.078623365650785]}"
0000000000000000009c_0,0.0273,0.1355,0.405,0.3504,0.1482,0.2056,0.2512,0.2951,0.3088,0.3209,0.3234,0.3349,0.3372,ID_9J1O2CG9YU32,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0149,0.0207,0.0253,0,0.1275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32860952031108,34.27256963549219]}"
